0.067154214	0.04251033	0.03984413	-0.05019204	0.02854314	0.07966596	-0.115842216	0.04851227	-0.025642477	-0.07679398	0.022727871	0.022169886	0.052462332	-0.05031905	-0.06409704	-0.046309534
-0.01857171	-0.048236556	0.14557883	-0.17316474	0.09359769	0.20985267	-0.0035699832	-0.1598556	-0.17355712	-0.12437548	0.14353022	-0.11470153	0.1040251	-0.15008482	-0.116340555	-0.12466334
0.052881557	-0.115975134	0.2808517	-0.21473615	0.15148051	0.3107036	-0.17996696	-0.17707284	-0.23994945	-0.21843098	0.23354	-0.18792593	0.13358152	-0.26846036	-0.23349933	-0.23594305
0.31213546	0.32756883	-0.23817709	0.54466116	-0.43002257	-0.68840575	0.18747786	0.6236617	0.49581388	0.5505287	-0.65244883	0.41656128	-0.48550895	0.6812532	0.5594805	0.58732015
0.021791395	0.07042344	-0.08147359	0.046312623	-0.063524686	-0.008890357	0.024370423	0.06591945	0.04398593	0.025969848	0.008515763	0.008435811	0.016989421	-0.003282338	0.0686298	0.014719793
-0.054754425	0.02731391	-0.22283308	-0.08248587	0.047772847	0.045078043	-0.08756251	-0.043350518	-0.05145737	-0.11092487	0.08742904	-0.07536489	0.033215318	-0.08752683	-0.030828414	-0.071160495
0.24982858	0.48708153	-0.3058324	0.6337478	-0.5293146	-0.5935688	-0.25378966	0.6264707	0.544287	0.5869646	-0.5783882	0.561752	-0.4885884	0.51489604	0.5356922	0.49878708
-0.03486219	0.02137831	-0.13534626	-0.0835339	0.047954276	0.12610763	-0.1118078	-0.03675122	-0.08998651	-0.03450845	0.08431729	-0.07385676	0.019329572	-0.07480076	-0.06662671	-0.10518357
0.24520187	0.4092517	-0.35313487	0.4562718	-0.46226624	-0.42919537	-0.25782287	0.4627201	0.43107942	0.46963352	-0.46649987	0.3932025	-0.355027	0.48853976	0.42739442	0.42631286
0.02921974	0.07643625	0.0825064	-0.04044528	-0.03641958	0.06566456	-0.09073299	0.02216765	-0.04526733	-0.0023919395	-0.056439668	0.075047255	-0.067984745	0.04306597	-0.015336176	-0.035888124
0.28305754	0.38739094	-0.24869798	0.6232519	-0.46346876	-0.56083	-0.077952564	0.6216621	0.5050531	0.5944955	-0.5576931	0.44629332	-0.53058624	0.5463361	0.6159304	0.57615733
-0.021014817	-0.10585655	0.16226123	-0.12604564	0.071602315	0.17671058	-0.10864102	-0.16704687	-0.095496826	-0.10165008	0.14892001	-0.1368876	0.051673155	-0.14414549	-0.06378484	-0.11692486
0.14295354	0.27412182	-0.29734358	0.45928448	-0.2782234	-0.39589006	0.10606809	0.34442648	0.31854913	0.33627522	-0.37489974	0.33147368	-0.32269928	0.38378134	0.34078115	0.36910728
